05:59:55.708 [__MAIN__] INFO     Starting ED Autopilot V1.7.0.
05:59:57.548 [EDJOURNAL] DEBUG    Journal*.log: read: 219 ship: {'time': 406, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.548 [EDJOURNAL] DEBUG    Journal*.log: read: 220 ship: {'time': 406, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.550 [EDJOURNAL] DEBUG    Journal*.log: read: 232 ship: {'time': 406, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.550 [EDJOURNAL] DEBUG    Journal*.log: read: 233 ship: {'time': 406, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.552 [EDJOURNAL] DEBUG    Journal*.log: read: 242 ship: {'time': 406, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.552 [EDJOURNAL] DEBUG    Journal*.log: read: 249 ship: {'time': 406, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.553 [EDJOURNAL] DEBUG    Journal*.log: read: 250 ship: {'time': 406, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.553 [EDJOURNAL] DEBUG    Journal*.log: read: 258 ship: {'time': 406, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.554 [EDJOURNAL] DEBUG    Journal*.log: read: 265 ship: {'time': 406, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.555 [EDJOURNAL] DEBUG    Journal*.log: read: 266 ship: {'time': 406, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:59:57.559 [EDKEYS] INFO     Latest keybindings file:C:\Users\Acer Nitro\AppData\Local\Frontier Developments\Elite Dangerous\Options\Bindings\Custom.4.2.binds
05:59:57.688 [EDKEYS] INFO     Latest keybindings file:C:\Users\Acer Nitro\AppData\Local\Frontier Developments\Elite Dangerous\Options\Bindings\Custom.4.2.binds
05:59:57.698 [EDKEYS] INFO     	get_bindings_<YawLeftButton>={'key': 30, 'mods': []} Key: <Key_A> Mod: < >
05:59:57.698 [EDKEYS] INFO     	get_bindings_<YawRightButton>={'key': 32, 'mods': []} Key: <Key_D> Mod: < >
05:59:57.700 [EDKEYS] INFO     	get_bindings_<RollLeftButton>={'key': 30, 'mods': [56]} Key: <Key_A> Mod: <Key_LeftAlt>
05:59:57.700 [EDKEYS] INFO     	get_bindings_<RollRightButton>={'key': 32, 'mods': [56]} Key: <Key_D> Mod: <Key_LeftAlt>
05:59:57.701 [EDKEYS] INFO     	get_bindings_<PitchUpButton>={'key': 17, 'mods': [56]} Key: <Key_W> Mod: <Key_LeftAlt>
05:59:57.701 [EDKEYS] INFO     	get_bindings_<PitchDownButton>={'key': 31, 'mods': [56]} Key: <Key_S> Mod: <Key_LeftAlt>
05:59:57.701 [EDKEYS] INFO     	get_bindings_<SetSpeedZero>={'key': 45, 'mods': []} Key: <Key_X> Mod: < >
05:59:57.701 [EDKEYS] INFO     	get_bindings_<SetSpeed50>={'key': 61, 'mods': []} Key: <Key_F3> Mod: < >
05:59:57.702 [comtypes.client._code_cache] INFO     Imported existing <module 'comtypes.gen' from 'C:\\Users\\Acer Nitro\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\comtypes\\gen\\__init__.py'>
05:59:57.702 [EDKEYS] INFO     	get_bindings_<SetSpeed100>={'key': 63, 'mods': []} Key: <Key_F5> Mod: < >
05:59:57.702 [comtypes.client._code_cache] INFO     Using writeable comtypes cache directory: 'C:\Users\Acer Nitro\AppData\Local\Programs\Python\Python311\Lib\site-packages\comtypes\gen'
05:59:57.702 [EDKEYS] INFO     	get_bindings_<HyperSuperCombination>={'key': 36, 'mods': []} Key: <Key_J> Mod: < >
05:59:57.702 [EDKEYS] INFO     	get_bindings_<SelectTarget>={'key': 20, 'mods': []} Key: <Key_T> Mod: < >
05:59:57.703 [EDKEYS] INFO     	get_bindings_<DeployHeatSink>={'key': 22, 'mods': [56]} Key: <Key_U> Mod: <Key_LeftAlt>
05:59:57.703 [EDKEYS] INFO     	get_bindings_<UIFocus>={'key': 42, 'mods': []} Key: <Key_LeftShift> Mod: < >
05:59:57.703 [EDKEYS] INFO     	get_bindings_<UI_Up>={'key': 200, 'mods': []} Key: <Key_UpArrow> Mod: < >
05:59:57.703 [EDKEYS] INFO     	get_bindings_<UI_Down>={'key': 208, 'mods': []} Key: <Key_DownArrow> Mod: < >
05:59:57.704 [EDKEYS] INFO     	get_bindings_<UI_Left>={'key': 203, 'mods': []} Key: <Key_LeftArrow> Mod: < >
05:59:57.704 [EDKEYS] INFO     	get_bindings_<UI_Right>={'key': 205, 'mods': []} Key: <Key_RightArrow> Mod: < >
05:59:57.704 [EDKEYS] INFO     	get_bindings_<UI_Select>={'key': 57, 'mods': []} Key: <Key_Space> Mod: < >
05:59:57.704 [EDKEYS] INFO     	get_bindings_<UI_Back>={'key': 14, 'mods': []} Key: <Key_Backspace> Mod: < >
05:59:57.705 [EDKEYS] INFO     	get_bindings_<CycleNextPanel>={'key': 18, 'mods': []} Key: <Key_E> Mod: < >
05:59:57.705 [EDKEYS] INFO     	get_bindings_<HeadLookReset>={'key': 41, 'mods': [29]} Key: <Key_Grave> Mod: <Key_LeftControl>
05:59:57.705 [EDKEYS] INFO     	get_bindings_<PrimaryFire>={'key': 8, 'mods': []} Key: <Key_7> Mod: < >
05:59:57.705 [EDKEYS] INFO     	get_bindings_<SecondaryFire>={'key': 9, 'mods': []} Key: <Key_8> Mod: < >
05:59:57.705 [EDKEYS] INFO     	get_bindings_<ExplorationFSSEnter>={'key': 64, 'mods': []} Key: <Key_F6> Mod: < >
05:59:57.706 [EDKEYS] INFO     	get_bindings_<ExplorationFSSQuit>={'key': 65, 'mods': []} Key: <Key_F7> Mod: < >
05:59:57.706 [EDKEYS] INFO     	get_bindings_<MouseReset>={'key': 53, 'mods': []} Key: <Key_Slash> Mod: < >
05:59:57.706 [EDKEYS] INFO     	get_bindings_<DeployHardpointToggle>={'key': 22, 'mods': []} Key: <Key_U> Mod: < >
05:59:57.706 [EDKEYS] INFO     	get_bindings_<IncreaseEnginesPower>={'key': 200, 'mods': [29]} Key: <Key_UpArrow> Mod: <Key_LeftControl>
05:59:57.707 [EDKEYS] INFO     	get_bindings_<IncreaseWeaponsPower>={'key': 203, 'mods': [29]} Key: <Key_LeftArrow> Mod: <Key_LeftControl>
05:59:57.707 [EDKEYS] INFO     	get_bindings_<IncreaseSystemsPower>={'key': 205, 'mods': [29]} Key: <Key_RightArrow> Mod: <Key_LeftControl>
05:59:57.707 [EDKEYS] INFO     	get_bindings_<GalaxyMapOpen>={'key': 50, 'mods': [56]} Key: <Key_M> Mod: <Key_LeftAlt>
05:59:57.707 [EDKEYS] INFO     	get_bindings_<CamZoomIn>={'key': 44, 'mods': []} Key: <Key_Z> Mod: < >
05:59:57.708 [EDKEYS] INFO     	get_bindings_<SystemMapOpen>={'key': 50, 'mods': [29]} Key: <Key_M> Mod: <Key_LeftControl>
05:59:57.709 [EDKEYS] INFO     	get_bindings_<UseBoostJuice>={'key': 15, 'mods': []} Key: <Key_Tab> Mod: < >
05:59:57.709 [EDKEYS] INFO     	get_bindings_<Supercruise>={'key': 37, 'mods': []} Key: <Key_K> Mod: < >
05:59:57.709 [EDKEYS] INFO     	get_bindings_<UpThrustButton>={'key': 19, 'mods': []} Key: <Key_R> Mod: < >
05:59:57.709 [EDKEYS] INFO     	get_bindings_<LandingGearToggle>={'key': 38, 'mods': []} Key: <Key_L> Mod: < >
05:59:57.710 [EDKEYS] INFO     	get_bindings_<TargetNextRouteSystem>={'key': 36, 'mods': [29]} Key: <Key_J> Mod: <Key_LeftControl>
05:59:57.713 [EDKEYS] INFO     	get_bindings_<CamTranslateForward>={'key': 17, 'mods': []} Key: <Key_W> Mod: < >
05:59:57.713 [EDKEYS] INFO     	get_bindings_<CamTranslateRight>={'key': 32, 'mods': [29, 56]} Key: <Key_D> Mod: <Key_LeftControl>
